sk_ocupacao;cd_ocupacao;ds_ocupacao;dt_carga
2670;953115;eletricista de instalações (veículos automotores e máquinas operatrizes, exceto aeronaves e embarcações);2025-09-30 00:47:30
2671;954105;eletromecânico de manutenção de elevadores;2025-09-30 00:47:30
2672;954110;eletromecânico de manutenção de escadas rolantes;2025-09-30 00:47:30
2673;954115;eletromecânico de manutenção de portas automáticas;2025-09-30 00:47:30
2674;954120;mecânico de manutenção de instalações mecânicas de edifícios;2025-09-30 00:47:30
2675;954125;operador eletromecânico;2025-09-30 00:47:30
2676;954205;reparador de aparelhos eletrodomésticos (exceto imagem e som);2025-09-30 00:47:30
2677;954210;reparador de rádio, tv e som;2025-09-30 00:47:30
2678;954305;reparador de equipamentos de escritório;2025-09-30 00:47:30
2679;991105;conservador de via permanente (trilhos);2025-09-30 00:47:30
2680;991110;inspetor de via permanente (trilhos);2025-09-30 00:47:30
2681;991115;operador de máquinas especiais em conservação de via permanente (trilhos);2025-09-30 00:47:30
2682;991120;soldador aluminotérmico em conservação de trilhos;2025-09-30 00:47:30
2683;991205;mantenedor de equipamentos de parques de diversões e similares;2025-09-30 00:47:30
2684;991305;funileiro de veículos (reparação);2025-09-30 00:47:30
2685;991310;montador de veículos (reparação);2025-09-30 00:47:30
2686;991315;pintor de veículos (reparação);2025-09-30 00:47:30
2687;992105;alinhador de pneus;2025-09-30 00:47:30
2688;992110;balanceador;2025-09-30 00:47:30
2689;992115;borracheiro;2025-09-30 00:47:30
2690;992120;lavador de peças;2025-09-30 00:47:30
2691;992205;encarregado geral de operações de conservação de vias permanentes (exceto trilhos);2025-09-30 00:47:30
2692;992210;encarregado de equipe de conservação de vias permanentes (exceto trilhos);2025-09-30 00:47:30
2693;992215;operador de ceifadeira na conservação de vias permanentes;2025-09-30 00:47:30
2694;992220;pedreiro de conservação de vias permanentes (exceto trilhos);2025-09-30 00:47:30
2695;992225;auxiliar geral de conservação de vias permanentes (exceto trilhos);2025-09-30 00:47:30
