sk_ocupacao;cd_ocupacao;ds_ocupacao;dt_carga
1387;511220;bilheteiro (estações de metrô, ferroviárias e assemelhadas);2025-09-30 00:47:30
1388;511405;guia de turismo;2025-09-30 00:47:30
1389;511505;condutor de turismo de aventura;2025-09-30 00:47:30
1390;511510;condutor de turismo de pesca;2025-09-30 00:47:30
1391;511515;condutor turismo náutico;2025-09-30 00:47:30
1392;512105;empregado  doméstico  nos serviços gerais;2025-09-30 00:47:30
1393;512110;empregado doméstico  arrumador;2025-09-30 00:47:30
1394;512115;empregado doméstico  faxineiro;2025-09-30 00:47:30
1395;512120;empregado doméstico diarista;2025-09-30 00:47:30
1396;513105;mordomo de residência;2025-09-30 00:47:30
1397;513110;mordomo de hotelaria;2025-09-30 00:47:30
1398;513115;governanta de hotelaria;2025-09-30 00:47:30
1399;513205;cozinheiro geral;2025-09-30 00:47:30
1400;513210;cozinheiro do serviço doméstico;2025-09-30 00:47:30
1401;513215;cozinheiro industrial;2025-09-30 00:47:30
1402;513220;cozinheiro de hospital;2025-09-30 00:47:30
1403;513225;cozinheiro de embarcações;2025-09-30 00:47:30
1404;513305;camareiro de teatro;2025-09-30 00:47:30
1405;513310;camareiro de televisão;2025-09-30 00:47:30
1406;513315;camareiro  de hotel;2025-09-30 00:47:30
1407;513320;camareiro de embarcações;2025-09-30 00:47:30
1408;513325;guarda-roupeiro de cinema;2025-09-30 00:47:30
1409;513405;garçom;2025-09-30 00:47:30
1410;513410;sommelier;2025-09-30 00:47:30
1411;513415;cumim;2025-09-30 00:47:30
1412;513420;barman;2025-09-30 00:47:30
1413;513425;copeiro;2025-09-30 00:47:30
1414;513430;copeiro de hospital;2025-09-30 00:47:30
1415;513435;atendente de lanchonete;2025-09-30 00:47:30
1416;513440;barista;2025-09-30 00:47:30
1417;513505;auxiliar nos serviços de alimentação;2025-09-30 00:47:30
1418;513605;churrasqueiro;2025-09-30 00:47:30
1419;513610;pizzaiolo;2025-09-30 00:47:30
1420;513615;sushiman;2025-09-30 00:47:30
1421;514105;ascensorista;2025-09-30 00:47:30
1422;514110;garagista;2025-09-30 00:47:30
1423;514115;sacristão;2025-09-30 00:47:30
1424;514120;zelador de edifício;2025-09-30 00:47:30
1425;514205;coletor de lixo domiciliar;2025-09-30 00:47:30
1426;514215;varredor de rua;2025-09-30 00:47:30
1427;514225;trabalhador de serviços de limpeza e conservação de áreas públicas;2025-09-30 00:47:30
1428;514230;coletor de resíduos sólidos de serviços de saúde;2025-09-30 00:47:30
1429;514305;limpador de vidros;2025-09-30 00:47:30
1430;514310;auxiliar de manutenção predial;2025-09-30 00:47:30
1431;514315;limpador de fachadas;2025-09-30 00:47:30
1432;514320;faxineiro;2025-09-30 00:47:30
1433;514325;trabalhador da manutenção de edificações;2025-09-30 00:47:30
1434;514330;limpador de piscinas;2025-09-30 00:47:30
1435;515105;agente comunitário de saúde;2025-09-30 00:47:30
1436;515110;atendente de enfermagem;2025-09-30 00:47:30
1437;515115;parteira leiga;2025-09-30 00:47:30
1438;515120;visitador sanitário;2025-09-30 00:47:30
1439;515125;agente indígena de saúde;2025-09-30 00:47:30
1440;515130;agente indígena de saneamento;2025-09-30 00:47:30
1441;515135;socorrista (exceto médicos e enfermeiros);2025-09-30 00:47:30
1442;515140;agente de combate às endemias;2025-09-30 00:47:30
1443;515205;auxiliar de banco de sangue;2025-09-30 00:47:30
1444;515210;auxiliar de farmácia de manipulação;2025-09-30 00:47:30
1445;515215;auxiliar de laboratório de análises clínicas;2025-09-30 00:47:30
1446;515220;auxiliar de laboratório de imunobiológicos;2025-09-30 00:47:30
1447;515225;auxiliar de produção farmacêutica;2025-09-30 00:47:30
1448;515305;educador social;2025-09-30 00:47:30
1449;515310;agente de ação social;2025-09-30 00:47:30
1450;515315;monitor de dependente químico;2025-09-30 00:47:30
1451;515320;conselheiro tutelar;2025-09-30 00:47:30
1452;515325;sócioeducador;2025-09-30 00:47:30
1453;515330;monitor de ressocialização prisional;2025-09-30 00:47:30
1454;516105;barbeiro;2025-09-30 00:47:30
1455;516110;cabeleireiro;2025-09-30 00:47:30
1456;516120;manicure/pedicure;2025-09-30 00:47:30
1457;516125;maquiador;2025-09-30 00:47:30
1458;516130;maquiador de caracterização;2025-09-30 00:47:30
1459;516145;designer de unhas;2025-09-30 00:47:30
1460;516150;designer de sobrancelhas;2025-09-30 00:47:30
1461;516155;designer de cílios;2025-09-30 00:47:30
1462;516205;babá;2025-09-30 00:47:30
1463;516210;cuidador de idosos;2025-09-30 00:47:30
1464;516215;mãe social;2025-09-30 00:47:30
1465;516220;cuidador em saúde;2025-09-30 00:47:30
1466;516305;lavadeiro, em geral;2025-09-30 00:47:30
1467;516310;lavador de roupas  a maquina;2025-09-30 00:47:30
1468;516315;lavador de artefatos de tapeçaria;2025-09-30 00:47:30
1469;516320;limpador a seco, à máquina;2025-09-30 00:47:30
1470;516325;passador de roupas em geral;2025-09-30 00:47:30
1471;516330;tingidor de roupas;2025-09-30 00:47:30
1472;516335;conferente-expedidor de roupas (lavanderias);2025-09-30 00:47:30
1473;516340;atendente de lavanderia;2025-09-30 00:47:30
1474;516345;auxiliar de lavanderia;2025-09-30 00:47:30
1475;516405;lavador de roupas;2025-09-30 00:47:30
1476;516410;limpador de roupas a seco, à mão;2025-09-30 00:47:30
1477;516415;passador de roupas, à mão;2025-09-30 00:47:30
1478;516505;agente funerário;2025-09-30 00:47:30
1479;516605;operador de forno (serviços funerários);2025-09-30 00:47:30
1480;516610;sepultador;2025-09-30 00:47:30
1481;516705;astrólogo;2025-09-30 00:47:30
1482;516710;numerólogo;2025-09-30 00:47:30
1483;516805;esotérico;2025-09-30 00:47:30
1484;516810;paranormal;2025-09-30 00:47:30
1485;516905;tatuador;2025-09-30 00:47:30
1486;516910;micropigmentador;2025-09-30 00:47:30
1487;516915;body piercer;2025-09-30 00:47:30
1488;517105;bombeiro de aeródromo;2025-09-30 00:47:30
1489;517110;bombeiro civil;2025-09-30 00:47:30
1490;517115;salva-vidas;2025-09-30 00:47:30
1491;517120;brigadista florestal;2025-09-30 00:47:30
1492;517125;chefe de brigada;2025-09-30 00:47:30
1493;517130;agente de proteção e defesa civil;2025-09-30 00:47:30
1494;517205;agente de polícia federal;2025-09-30 00:47:30
1495;517210;policial rodoviário federal;2025-09-30 00:47:30
1496;517215;guarda-civil municipal;2025-09-30 00:47:30
1497;517220;agente de trânsito;2025-09-30 00:47:30
1498;517225;policial legislativo;2025-09-30 00:47:30
1499;517230;policial penal;2025-09-30 00:47:30
1500;517235;guarda portuário;2025-09-30 00:47:30
1501;517305;vigilante de proteção de aeroporto;2025-09-30 00:47:30
1502;517310;agente de segurança;2025-09-30 00:47:30
1503;517320;vigia florestal;2025-09-30 00:47:30
1504;517325;vigia portuário;2025-09-30 00:47:30
1505;517330;vigilante;2025-09-30 00:47:30
1506;517405;porteiro (hotel);2025-09-30 00:47:30
1507;517410;porteiro de edifícios;2025-09-30 00:47:30
1508;517415;agente de portaria;2025-09-30 00:47:30
1509;517420;vigia;2025-09-30 00:47:30
1510;517425;fiscal de loja;2025-09-30 00:47:30
1511;519105;ciclista mensageiro;2025-09-30 00:47:30
1512;519110;motofretista;2025-09-30 00:47:30
1513;519115;mototaxista;2025-09-30 00:47:30
1514;519205;catador de material reciclável;2025-09-30 00:47:30
1515;519210;selecionador de material reciclável;2025-09-30 00:47:30
1516;519215;operador de prensa de material reciclável;2025-09-30 00:47:30
1517;519305;auxiliar de veterinário;2025-09-30 00:47:30
1518;519310;esteticista de animais domésticos;2025-09-30 00:47:30
1519;519315;banhista de animais domésticos;2025-09-30 00:47:30
1520;519320;tosador de animais domésticos;2025-09-30 00:47:30
1521;519805;profissional do sexo;2025-09-30 00:47:30
1522;519905;cartazeiro;2025-09-30 00:47:30
1523;519910;controlador de pragas;2025-09-30 00:47:30
1524;519915;engraxate;2025-09-30 00:47:30
1525;519920;gandula;2025-09-30 00:47:30
1526;519925;guardador de veículos;2025-09-30 00:47:30
1527;519930;lavador de garrafas, vidros e outros utensílios;2025-09-30 00:47:30
1528;519935;lavador de veículos;2025-09-30 00:47:30
1529;519940;leiturista;2025-09-30 00:47:30
1530;519945;recepcionista de casas de espetáculos;2025-09-30 00:47:30
1531;520105;supervisor de vendas de serviços;2025-09-30 00:47:30
1532;520110;supervisor de vendas comercial;2025-09-30 00:47:30
1533;521105;vendedor em comércio atacadista;2025-09-30 00:47:30
1534;521110;vendedor de comércio varejista;2025-09-30 00:47:30
1535;521115;promotor de vendas;2025-09-30 00:47:30
1536;521120;demonstrador de mercadorias;2025-09-30 00:47:30
1537;521125;repositor de mercadorias;2025-09-30 00:47:30
1538;521130;atendente de farmácia - balconista;2025-09-30 00:47:30
1539;521135;frentista;2025-09-30 00:47:30
1540;521140;atendente de lojas e mercados;2025-09-30 00:47:30
1541;523105;instalador de cortinas e persianas, portas sanfonadas e boxe;2025-09-30 00:47:30
1542;523110;instalador de som e acessórios de veículos;2025-09-30 00:47:30
1543;523115;chaveiro;2025-09-30 00:47:30
1544;523120;aplicador de vinil autoadesivo;2025-09-30 00:47:30
1545;523125;estampador de placa de identificação veicular (epiv);2025-09-30 00:47:30
1546;524105;vendedor em domicílio;2025-09-30 00:47:30
1547;524205;feirante;2025-09-30 00:47:30
1548;524210;jornaleiro (em banca de jornal);2025-09-30 00:47:30
1549;524215;vendedor  permissionário;2025-09-30 00:47:30
1550;524305;vendedor ambulante;2025-09-30 00:47:30
1551;524310;pipoqueiro ambulante;2025-09-30 00:47:30
1552;524315;baiana de acarajé;2025-09-30 00:47:30
1553;611005;produtor agropecuário, em geral;2025-09-30 00:47:30
1554;612005;produtor agrícola polivalente;2025-09-30 00:47:30
1555;612105;produtor de arroz;2025-09-30 00:47:30
1556;612110;produtor de cana-de-açúcar;2025-09-30 00:47:30
1557;612115;produtor de cereais de inverno;2025-09-30 00:47:30
1558;612120;produtor de gramíneas forrageiras;2025-09-30 00:47:30
1559;612125;produtor de milho e sorgo;2025-09-30 00:47:30
1560;612205;produtor de algodão;2025-09-30 00:47:30
1561;612210;produtor de curauá;2025-09-30 00:47:30
1562;612215;produtor de juta;2025-09-30 00:47:30
1563;612220;produtor de rami;2025-09-30 00:47:30
1564;612225;produtor de sisal;2025-09-30 00:47:30
1565;612305;produtor na olericultura de legumes;2025-09-30 00:47:30
1566;612310;produtor na olericultura de raízes, bulbos e tubérculos;2025-09-30 00:47:30
1567;612315;produtor na olericultura de talos, folhas e flores;2025-09-30 00:47:30
1568;612320;produtor na olericultura de frutos e sementes;2025-09-30 00:47:30
1569;612405;produtor de flores de corte;2025-09-30 00:47:30
1570;612410;produtor de flores em vaso;2025-09-30 00:47:30
1571;612415;produtor de forrações;2025-09-30 00:47:30
1572;612420;produtor de plantas ornamentais;2025-09-30 00:47:30
1573;612505;produtor de árvores frutíferas;2025-09-30 00:47:30
1574;612510;produtor de espécies frutíferas rasteiras;2025-09-30 00:47:30
1575;612515;produtor de espécies frutíferas trepadeiras;2025-09-30 00:47:30
1576;612605;cafeicultor;2025-09-30 00:47:30
1577;612610;produtor de cacau;2025-09-30 00:47:30
1578;612615;produtor de erva-mate;2025-09-30 00:47:30
1579;612620;produtor de fumo;2025-09-30 00:47:30
1580;612625;produtor de guaraná;2025-09-30 00:47:30
1581;612705;produtor da cultura de amendoim;2025-09-30 00:47:30
1582;612710;produtor da cultura de canola;2025-09-30 00:47:30
1583;612715;produtor da cultura de coco-da-baia;2025-09-30 00:47:30
1584;612720;produtor da cultura de dendê;2025-09-30 00:47:30
1585;612725;produtor da cultura de girassol;2025-09-30 00:47:30
1586;612730;produtor da cultura de linho;2025-09-30 00:47:30
1587;612735;produtor da cultura de mamona;2025-09-30 00:47:30
1588;612740;produtor da cultura de soja;2025-09-30 00:47:30
1589;612805;produtor de especiarias;2025-09-30 00:47:30
1590;612810;produtor de plantas aromáticas e medicinais;2025-09-30 00:47:30
1591;613005;criador em pecuária polivalente;2025-09-30 00:47:30
1592;613010;criador de animais domésticos;2025-09-30 00:47:30
1593;613105;criador de asininos e muares;2025-09-30 00:47:30
1594;613110;criador de bovinos (corte);2025-09-30 00:47:30
1595;613115;criador de bovinos (leite);2025-09-30 00:47:30
1596;613120;criador de bubalinos (corte);2025-09-30 00:47:30
1597;613125;criador de bubalinos (leite);2025-09-30 00:47:30
1598;613130;criador de eqüínos;2025-09-30 00:47:30
1599;613205;criador de caprinos;2025-09-30 00:47:30
1600;613210;criador de ovinos;2025-09-30 00:47:30
1601;613215;criador de suínos;2025-09-30 00:47:30
1602;613305;avicultor;2025-09-30 00:47:30
1603;613310;cunicultor;2025-09-30 00:47:30
1604;613405;apicultor;2025-09-30 00:47:30
1605;613410;criador de animais produtores de veneno;2025-09-30 00:47:30
1606;613415;minhocultor;2025-09-30 00:47:30
1607;613420;sericultor;2025-09-30 00:47:30
1608;620105;supervisor de exploração agrícola;2025-09-30 00:47:30
1609;620110;supervisor de exploração agropecuária;2025-09-30 00:47:30
1610;620115;supervisor de exploração pecuária;2025-09-30 00:47:30
1611;621005;trabalhador agropecuário em geral;2025-09-30 00:47:30
1612;622005;caseiro (agricultura);2025-09-30 00:47:30
1613;622010;jardineiro;2025-09-30 00:47:30
1614;622015;trabalhador na produção de mudas e sementes;2025-09-30 00:47:30
1615;622020;trabalhador volante da agricultura;2025-09-30 00:47:30
1616;622105;trabalhador da cultura de arroz;2025-09-30 00:47:30
1617;622110;trabalhador da cultura de cana-de-açúcar;2025-09-30 00:47:30
1618;622115;trabalhador da cultura de milho e sorgo;2025-09-30 00:47:30
1619;622120;trabalhador da cultura de trigo, aveia, cevada e triticale;2025-09-30 00:47:30
1620;622205;trabalhador da cultura de algodão;2025-09-30 00:47:30
1621;622210;trabalhador da cultura de sisal;2025-09-30 00:47:30
1622;622215;trabalhador da cultura do rami;2025-09-30 00:47:30
1623;622305;trabalhador na olericultura (frutos e sementes);2025-09-30 00:47:30
1624;622310;trabalhador na olericultura (legumes);2025-09-30 00:47:30
1625;622315;trabalhador na olericultura (raízes, bulbos e tubérculos);2025-09-30 00:47:30
1626;622320;trabalhador na olericultura (talos, folhas e flores);2025-09-30 00:47:30
1627;622405;trabalhador no cultivo de flores e folhagens de corte;2025-09-30 00:47:30
1628;622410;trabalhador no cultivo de flores em vaso;2025-09-30 00:47:30
1629;622415;trabalhador no cultivo de forrações;2025-09-30 00:47:30
1630;622420;trabalhador no cultivo de mudas;2025-09-30 00:47:30
1631;622425;trabalhador no cultivo de plantas ornamentais;2025-09-30 00:47:30
1632;622505;trabalhador no cultivo de árvores frutíferas;2025-09-30 00:47:30
1633;622510;trabalhador no cultivo de espécies frutíferas rasteiras;2025-09-30 00:47:30
1634;622515;trabalhador no cultivo de trepadeiras frutíferas;2025-09-30 00:47:30
1635;622605;trabalhador da cultura de cacau;2025-09-30 00:47:30
1636;622610;trabalhador da cultura de café;2025-09-30 00:47:30
1637;622615;trabalhador da cultura de erva-mate;2025-09-30 00:47:30
1638;622620;trabalhador da cultura de fumo;2025-09-30 00:47:30
1639;622625;trabalhador da cultura de guaraná;2025-09-30 00:47:30
1640;622705;trabalhador na cultura de amendoim;2025-09-30 00:47:30
1641;622710;trabalhador na cultura de canola;2025-09-30 00:47:30
1642;622715;trabalhador na cultura de coco-da-baía;2025-09-30 00:47:30
1643;622720;trabalhador na cultura de dendê;2025-09-30 00:47:30
1644;622725;trabalhador na cultura de mamona;2025-09-30 00:47:30
1645;622730;trabalhador na cultura de soja;2025-09-30 00:47:30
1646;622735;trabalhador na cultura do girassol;2025-09-30 00:47:30
1647;622740;trabalhador na cultura do linho;2025-09-30 00:47:30
1648;622805;trabalhador da cultura de especiarias;2025-09-30 00:47:30
1649;622810;trabalhador da cultura de plantas aromáticas e medicinais;2025-09-30 00:47:30
1650;623005;adestrador de animais;2025-09-30 00:47:30
1651;623010;inseminador;2025-09-30 00:47:30
1652;623015;trabalhador de pecuária polivalente;2025-09-30 00:47:30
1653;623020;tratador de animais;2025-09-30 00:47:30
1654;623025;casqueador de animais;2025-09-30 00:47:30
1655;623030;ferrador de animais;2025-09-30 00:47:30
1656;623105;trabalhador da pecuária (asininos e muares);2025-09-30 00:47:30
1657;623110;trabalhador da pecuária (bovinos corte);2025-09-30 00:47:30
1658;623115;trabalhador da pecuária (bovinos leite);2025-09-30 00:47:30
1659;623120;trabalhador da pecuária (bubalinos);2025-09-30 00:47:30
1660;623125;trabalhador da pecuária (eqüinos);2025-09-30 00:47:30
1661;623205;trabalhador da caprinocultura;2025-09-30 00:47:30
1662;623210;trabalhador da ovinocultura;2025-09-30 00:47:30
1663;623215;trabalhador da suinocultura;2025-09-30 00:47:30
1664;623305;trabalhador da avicultura de corte;2025-09-30 00:47:30
1665;623310;trabalhador da avicultura de postura;2025-09-30 00:47:30
1666;623315;operador de incubadora;2025-09-30 00:47:30
1667;623320;trabalhador da cunicultura;2025-09-30 00:47:30
1668;623325;sexador;2025-09-30 00:47:30
1669;623405;trabalhador em criatórios de animais produtores de veneno;2025-09-30 00:47:30
1670;623410;trabalhador na apicultura;2025-09-30 00:47:30
1671;623415;trabalhador na minhocultura;2025-09-30 00:47:30
1672;623420;trabalhador na sericicultura;2025-09-30 00:47:30
1673;630105;supervisor da aqüicultura;2025-09-30 00:47:30
1674;630110;supervisor da área florestal;2025-09-30 00:47:30
1675;631005;catador de caranguejos e siris;2025-09-30 00:47:30
1676;631010;catador de mariscos;2025-09-30 00:47:30
1677;631015;pescador artesanal de lagostas;2025-09-30 00:47:30
1678;631020;pescador artesanal de peixes e camarões;2025-09-30 00:47:30
1679;631105;pescador artesanal de água doce;2025-09-30 00:47:30
1680;631205;pescador industrial;2025-09-30 00:47:30
1681;631210;pescador profissional;2025-09-30 00:47:30
1682;631305;criador de camarões;2025-09-30 00:47:30
1683;631310;criador de jacarés;2025-09-30 00:47:30
1684;631315;criador de mexilhões;2025-09-30 00:47:30
1685;631320;criador de ostras;2025-09-30 00:47:30
1686;631325;criador de peixes;2025-09-30 00:47:30
1687;631330;criador de quelônios;2025-09-30 00:47:30
1688;631335;criador de rãs;2025-09-30 00:47:30
1689;631405;gelador industrial;2025-09-30 00:47:30
1690;631410;gelador profissional;2025-09-30 00:47:30
1691;631415;proeiro;2025-09-30 00:47:30
1692;631420;redeiro (pesca);2025-09-30 00:47:30
1693;632005;guia florestal;2025-09-30 00:47:30
1694;632010;raizeiro;2025-09-30 00:47:30
1695;632015;viveirista florestal;2025-09-30 00:47:30
1696;632105;classificador de toras;2025-09-30 00:47:30
1697;632110;cubador de madeira;2025-09-30 00:47:30
1698;632115;identificador florestal;2025-09-30 00:47:30
1699;632120;operador de motosserra;2025-09-30 00:47:30
1700;632125;trabalhador de extração florestal, em geral;2025-09-30 00:47:30
1701;632205;seringueiro;2025-09-30 00:47:30
1702;632210;trabalhador da exploração de espécies produtoras de gomas não elásticas;2025-09-30 00:47:30
1703;632215;trabalhador da exploração de resinas;2025-09-30 00:47:30
1704;632305;trabalhador da exploração de andiroba;2025-09-30 00:47:30
1705;632310;trabalhador da exploração de babaçu;2025-09-30 00:47:30
1706;632315;trabalhador da exploração de bacaba;2025-09-30 00:47:30
1707;632320;trabalhador da exploração de buriti;2025-09-30 00:47:30
1708;632325;trabalhador da exploração de carnaúba;2025-09-30 00:47:30
1709;632330;trabalhador da exploração de coco-da-praia;2025-09-30 00:47:30
1710;632335;trabalhador da exploração de copaíba;2025-09-30 00:47:30
1711;632340;trabalhador da exploração de malva (pãina);2025-09-30 00:47:30
1712;632345;trabalhador da exploração de murumuru;2025-09-30 00:47:30
1713;632350;trabalhador da exploração de oiticica;2025-09-30 00:47:30
1714;632355;trabalhador da exploração de ouricuri;2025-09-30 00:47:30
1715;632360;trabalhador da exploração de pequi;2025-09-30 00:47:30
1716;632365;trabalhador da exploração de piaçava;2025-09-30 00:47:30
1717;632370;trabalhador da exploração de tucum;2025-09-30 00:47:30
1718;632405;trabalhador da exploração de açaí;2025-09-30 00:47:30
1719;632410;trabalhador da exploração de castanha;2025-09-30 00:47:30
1720;632415;trabalhador da exploração de pinhão;2025-09-30 00:47:30
1721;632420;trabalhador da exploração de pupunha;2025-09-30 00:47:30
1722;632505;trabalhador da exploração de árvores e arbustos produtores de substâncias aromát., medic. e tóxicas;2025-09-30 00:47:30
1723;632510;trabalhador da exploração de cipós produtores de substâncias aromáticas, medicinais e tóxicas;2025-09-30 00:47:30
1724;632515;trabalhador da exploração de madeiras tanantes;2025-09-30 00:47:30
1725;632520;trabalhador da exploração de raízes produtoras de substâncias aromáticas, medicinais e tóxicas;2025-09-30 00:47:30
1726;632525;trabalhador da extração de substâncias aromáticas, medicinais e tóxicas, em geral;2025-09-30 00:47:30
1727;632605;carvoeiro;2025-09-30 00:47:30
1728;632610;carbonizador;2025-09-30 00:47:30
1729;632615;ajudante de carvoaria;2025-09-30 00:47:30
1730;641005;operador de colheitadeira;2025-09-30 00:47:30
1731;641010;operador de máquinas de beneficiamento de produtos agrícolas;2025-09-30 00:47:30
1732;641015;tratorista agrícola;2025-09-30 00:47:30
1733;642005;operador de colhedor florestal;2025-09-30 00:47:30
1734;642010;operador de máquinas florestais estáticas;2025-09-30 00:47:30
1735;642015;operador de trator florestal;2025-09-30 00:47:30
1736;643005;trabalhador na operação de sistema de irrigação localizada (microaspersão e gotejamento);2025-09-30 00:47:30
1737;643010;trabalhador na operação de sistema de irrigação por aspersão (pivô central);2025-09-30 00:47:30
1738;643015;trabalhador na operação de sistemas convencionais de irrigação por aspersão;2025-09-30 00:47:30
1739;643020;trabalhador na operação de sistemas de irrigação e aspersão (alto propelido);2025-09-30 00:47:30
1740;643025;trabalhador na operação de sistemas de irrigação por superfície e drenagem;2025-09-30 00:47:30
1741;710105;supervisor de apoio operacional na mineração;2025-09-30 00:47:30
1742;710110;supervisor de extração de sal;2025-09-30 00:47:30
1743;710115;supervisor de perfuração e desmonte;2025-09-30 00:47:30
1744;710120;supervisor de produção na mineração;2025-09-30 00:47:30
1745;710125;supervisor de transporte na mineração;2025-09-30 00:47:30
1746;710205;mestre (construção civil);2025-09-30 00:47:30
1747;710210;mestre de linhas (ferrovias);2025-09-30 00:47:30
1748;710215;inspetor de terraplenagem;2025-09-30 00:47:30
1749;710220;supervisor de usina de concreto;2025-09-30 00:47:30
1750;710225;fiscal de pátio de usina de concreto;2025-09-30 00:47:30
1751;711105;amostrador de minérios;2025-09-30 00:47:30
1752;711110;canteiro;2025-09-30 00:47:30
1753;711115;destroçador de pedra;2025-09-30 00:47:30
1754;711120;detonador;2025-09-30 00:47:30
1755;711125;escorador de minas;2025-09-30 00:47:30
1756;711130;mineiro;2025-09-30 00:47:30
1757;711205;operador de caminhão (minas e pedreiras);2025-09-30 00:47:30
1758;711210;operador de carregadeira;2025-09-30 00:47:30
1759;711215;operador de máquina cortadora (minas e pedreiras);2025-09-30 00:47:30
1760;711220;operador de máquina de extração contínua (minas de carvão);2025-09-30 00:47:30
1761;711225;operador de máquina perfuradora (minas e pedreiras);2025-09-30 00:47:30
1762;711230;operador de máquina perfuratriz;2025-09-30 00:47:30
1763;711235;operador de motoniveladora (extração de minerais sólidos);2025-09-30 00:47:30
1764;711240;operador de schutthecar;2025-09-30 00:47:30
1765;711245;operador de trator (minas e pedreiras);2025-09-30 00:47:30
1766;711305;operador de sonda de percussão;2025-09-30 00:47:30
1767;711310;operador de sonda rotativa;2025-09-30 00:47:30
1768;711315;sondador (poços de petróleo e gás);2025-09-30 00:47:30
1769;711320;sondador de poços (exceto de petróleo e gás);2025-09-30 00:47:30
1770;711325;plataformista (petróleo);2025-09-30 00:47:30
1771;711330;torrista (petróleo);2025-09-30 00:47:30
1772;711405;garimpeiro;2025-09-30 00:47:30
1773;711410;operador de salina (sal marinho);2025-09-30 00:47:30
1774;712105;moleiro de minérios;2025-09-30 00:47:30
1775;712110;operador de aparelho de flotação;2025-09-30 00:47:30
1776;712115;operador de aparelho de precipitação (minas de ouro ou prata);2025-09-30 00:47:30
1777;712120;operador de britador de mandíbulas;2025-09-30 00:47:30
1778;712125;operador de espessador;2025-09-30 00:47:30
1779;712130;operador de jig (minas);2025-09-30 00:47:30
1780;712135;operador de peneiras hidráulicas;2025-09-30 00:47:30
1781;712205;cortador de pedras;2025-09-30 00:47:30
1782;712210;gravador de inscrições em pedra;2025-09-30 00:47:30
1783;712215;gravador de relevos em pedra;2025-09-30 00:47:30
1784;712220;polidor de pedras;2025-09-30 00:47:30
1785;712225;torneiro (lavra de pedra);2025-09-30 00:47:30
1786;712230;traçador de pedras;2025-09-30 00:47:30
1787;715105;operador de bate-estacas;2025-09-30 00:47:30
1788;715110;operador de compactadora de solos;2025-09-30 00:47:30
1789;715115;operador de escavadeira;2025-09-30 00:47:30
1790;715120;operador de máquina de abrir valas;2025-09-30 00:47:30
1791;715125;operador de máquinas de construção civil e mineração;2025-09-30 00:47:30
1792;715130;operador de motoniveladora;2025-09-30 00:47:30
1793;715135;operador de pá carregadeira;2025-09-30 00:47:30
1794;715140;operador de pavimentadora (asfalto, concreto e materiais similares);2025-09-30 00:47:30
1795;715145;operador de trator de lâmina;2025-09-30 00:47:30
1796;715205;calceteiro;2025-09-30 00:47:30
1797;715210;pedreiro;2025-09-30 00:47:30
1798;715215;pedreiro (chaminés industriais);2025-09-30 00:47:30
1799;715220;pedreiro (material refratário);2025-09-30 00:47:30
1800;715225;pedreiro (mineração);2025-09-30 00:47:30
1801;715230;pedreiro de edificações;2025-09-30 00:47:30
1802;715305;armador de estrutura de concreto;2025-09-30 00:47:30
1803;715310;moldador de corpos de prova em usinas de concreto;2025-09-30 00:47:30
1804;715315;armador de estrutura de concreto armado;2025-09-30 00:47:30
1805;715405;operador de betoneira;2025-09-30 00:47:30
1806;715410;operador de bomba de concreto;2025-09-30 00:47:30
1807;715415;operador de central de concreto;2025-09-30 00:47:30
1808;715420;operador de usina de asfalto;2025-09-30 00:47:30
1809;715505;carpinteiro;2025-09-30 00:47:30
1810;715510;carpinteiro (esquadrias);2025-09-30 00:47:30
1811;715515;carpinteiro (cenários);2025-09-30 00:47:30
1812;715520;carpinteiro (mineração);2025-09-30 00:47:30
1813;715525;carpinteiro de obras;2025-09-30 00:47:30
1814;715530;carpinteiro (telhados);2025-09-30 00:47:30
1815;715535;carpinteiro de fôrmas para concreto;2025-09-30 00:47:30
1816;715540;carpinteiro de obras civis de arte (pontes, túneis, barragens);2025-09-30 00:47:30
1817;715545;montador de andaimes (edificações);2025-09-30 00:47:30
1818;715605;eletricista de instalações (cenários);2025-09-30 00:47:30
1819;715610;eletricista de instalações (edifícios);2025-09-30 00:47:30
1820;715615;eletricista de instalações;2025-09-30 00:47:30
1821;715705;aplicador de asfalto impermeabilizante (coberturas);2025-09-30 00:47:30
1822;715710;instalador de isolantes acústicos;2025-09-30 00:47:30
1823;715715;instalador de isolantes térmicos (refrigeração e climatização);2025-09-30 00:47:30
1824;715720;instalador de isolantes térmicos de caldeira e tubulações;2025-09-30 00:47:30
1825;715725;instalador de material isolante, a mão (edificações);2025-09-30 00:47:30
1826;715730;instalador de material isolante, à máquina (edificações);2025-09-30 00:47:30
1827;716105;acabador de superfícies de concreto;2025-09-30 00:47:30
1828;716110;revestidor de superfícies de concreto;2025-09-30 00:47:30
1829;716205;telhador (telhas de argila e materiais similares);2025-09-30 00:47:30
1830;716210;telhador (telhas de cimento-amianto);2025-09-30 00:47:30
1831;716215;telhador (telhas metálicas);2025-09-30 00:47:30
1832;716220;telhador (telhas plásticas);2025-09-30 00:47:30
1833;716305;vidraceiro;2025-09-30 00:47:30
1834;716310;vidraceiro (edificações);2025-09-30 00:47:30
1835;716315;vidraceiro (vitrais);2025-09-30 00:47:30
1836;716405;gesseiro;2025-09-30 00:47:30
